Year,STATION CODE,LOCATIONS,STATE,TEMPERATURE ºCD.O. (mg/l),,,pHCONDUCTIVITY (µmhos/cm),,,B.O.D. (mg/l),,,NITRATE- N+ NITRITE-N (mg/l),,,FECAL COLIFORM (MPN/100ml),,,TOTAL COLIFORM (MPN/100ml),,,,,
,,,,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean
2011,1526,BRAHMPUTRA AT DHENUKHAPAHAR,ASSAM,19,29,24.3,7.1,8.9,7.7,6.8,8.5,7.5,112,210,152,0.8,4.1,2.1,0.1,0.3,0.16,0,1100,160,0,2900,982
2011,1031,BRAHMAPUTRA AT PANDU,ASSAM,18,30.5,25.4,6.4,8.8,7.3,6.9,7.9,7.3,108,238,159,0.5,2.7,1.5,0.1,0.3,0.15,0,1100,386,300,3500,1545
2011,1299,BRAHMAPUTRA AT JOGIJHOGA ,ASSAM,18,32,26.8,5.7,8.2,7,6.6,7.6,7.2,68,68,194,1,4.1,2.3,0.1,0.3,0.13,0,730,154,300,15000,2225
2011,2069,BRAHMPUTRA NEAR WATER INTAKE PT AT KACHARIGHAT_ PANBAZAR,ASSAM,19,30,25.3,5.9,8.4,7,7.2,7.9,7.5,124,206,156,0.7,3.8,1.7,0.1,0.17,0.12,0,360,220,360,1500,740
2011,2064,BRAHMAPUTRA AT CHANDRAPUR,ASSAM,19,31,26.4,6,9,7.4,7.1,7.8,7.4,115,202,153,0.4,3.4,1.9,0.1,0.17,0.12,0,300,200,0,730,363
2011,2067,BRAHMPUTRA AT SUALKUCHI,ASSAM,20,29,26,6.5,8.6,7.8,7,7.8,7.3,133,209,169,0.8,1.6,1.1,0.1,0.3,0.16,0,1500,600,300,4300,1837
2011,2066,BRAHMAPUTRA AT DHUBRI,ASSAM,21,32,27.4,6.5,7.2,6.9,6.7,7.8,7.2,113,188,147,1.1,2,1.6,0.1,0.1,0.1,0,300,200,300,1500,720
2011,1796,FULL NAGARJAN,NAGALAND,17,30,25,2,6.2,4.3,7.6,8.3,7.9,169,169,258,0.4,1.2,0.6,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1799,TOWN BOUNDARY BDGE(DIPHU RD),NAGALAND,15,27,23,2.6,6,4,7.7,7.9,7.8,168,231,199,0.4,5.6,1.8,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1797,BRIDGE NEAR PURANA BAZAAR,NAGALAND,18,29,25.3,3.2,7.6,5.1,7.6,7.9,7.7,168,408,271,0.4,1.6,0.8,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1800,NUTON BASTI,NAGALAND,22,29,25.3,0.2,3,1.1,7.2,7.5,7.4,160,450,287,2,6.8,3.4,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1798,NEAR CHECK GATE (DIMAPUR KHUTKHUTI ROAD),NAGALAND,16,30,25,2.8,7,4.7,7.7,7.8,7.8,168,411,273,0.8,2.4,1.3,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1259,DHANSIRI AT GOLAGHAT,ASSAM,20,32,28.5,5.8,7.3,6.6,6.8,7.3,7.1,113,206,173,0.5,3,1.6,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1928,DHANSIRI AT NAGALAND-ASSAM BORDER_ DIMAPUR,NAGALAND,17,30,24,1,5,3,7.3,7.6,7.5,176,454,295,0.4,3.6,1.6,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1930,DZU D/S KOHIMA TOWN,NAGALAND,15,25,20.5,3,6,4.5,7.7,8.4,8,251,616,420,0.8,1.2,0.9,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1929,CHATHE AT MEDZIPHEMA_ DIMAPUR,NAGALAND,21,30,26.3,3.6,5,4.2,7.5,8.1,7.8,84,338,172,0.4,1.6,0.8,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1261,SUBANSIRI AT GEREKAMUKH_ASSAM_(B/C BRAH.),ASSAM,16,23,20.8,8.8,9.1,8.9,6.5,7.6,7,64,145,104,1.1,2.6,1.7,0.1,0.14,0.11,21802.47,19343208,1984207,0,360,91
2011,2061,KHARSANG B/C BURIDIHING NEAR KHARSANG,ASSAM,18,26,22,5.8,8.1,7.1,6.5,7.5,7,97,251,182,0.8,3.4,1.8,0.1,0.17,0.13,0,360,90,0,2000,501
2011,1422,BURHIDIHING AT MARGHERITA,ASSAM,18,26,22.3,4.5,7.4,5.8,6.3,7.4,7,70,258,188,0.9,5.6,2.7,0.1,0.19,0.12,21802.47,19343208,1984207,1,910,607
2011,2062,BURIDIHING NR DULIAJAN AT D/S_,ASSAM,19,30,24,4.1,7,5.7,5.9,7.6,6.6,114,162,129,0.3,3.5,2.1,0.1,0.18,0.13,0,300,100,1,2000,767
2011,2230,BURHIDIHING AT DULIAJAN (INTAKE POINT OF OIL INDIA LTD.),ASSAM,19,30,24,5.5,7.2,6.1,5.6,7.6,6.6,108,161,129,1.1,9.8,4.6,0.1,0.22,0.16,0,300,200,300,2000,1070
2011,2065,PAGLDIA  NALBARI TOWN_ NALBARI,ASSAM,20,30,26.3,6,8,6.9,7.7,8.1,7.9,207,264,242,0.8,2,1.2,0.1,0.14,0.12,0,360,120,0,730,244
2011,1530,DIGBOI AT LAKHIPATHE_RES. FOREST,ASSAM,18,27,23.5,5,6.3,6,6.6,6.8,6.7,98,185,141,1.3,7,3.6,0.1,0.12,0.11,21802.47,19343208,1984207,0,360,120
2011,2063,JAI BHARALI NEAR BISWANATH CHARALI_ SONITPUR,ASSAM,21,27,24,8.7,9,8.9,6.9,7.5,7.3,68,126,94,0.3,0.3,1.3,0.1,0.1,0.1,0,360,120,0,2300,767
2011,2237,KALONG AT U/S OF ANANDARAM DEKIAL PHUKAN BRIDGE_ NAGAON,ASSAM,28,31,29.3,5.2,10.3,7.6,6.5,6.8,6.7,82,244,142,1.9,3.7,3,0.1,0.14,0.11,300,360,330,730,2300,1515
2011,2059,KOLONG AT MARIGAON,ASSAM,19,33,27.7,5.7,8.5,7.1,7,8,7.6,72,188,111,0.7,2.4,1.6,0.1,0.14,0.11,0,700,233,0,730,487
2011,2060,MANAS AT NH-31 CROSSING_ BARPETA_ DISTRICT,ASSAM,20,32,25.3,5.9,7.3,6.9,6.6,8,7.2,134,446,293,0.9,3.8,2.2,0.1,0.19,0.13,0,360,90,0,1400,530
2011,2058,DISANG AT DILLIGHAT_ DIBRUGARH ,ASSAM,16,26,22,4.5,7.1,5.8,6.5,8.6,7.3,67,307,178,1.5,6.3,2.9,0.1,0.16,0.16,0,360,120,300,1500,1067
2011,1298,DISANG AT GUNDAMGHAT,ASSAM,18,26,22.5,3.5,5.4,4.7,6.4,7.1,6.8,57,57,57,1,2.6,1.7,0.1,0.15,0.13,21802.47,19343208,1984207,300,910,560
2011,1258,JHANJI AT N.H. CROSSING JORHAT,ASSAM,19,27,23.5,5.4,6.7,6.4,6.5,7.6,7.1,65,134,106,1.2,3.2,2.3,0.12,0.17,0.15,21802.47,19343208,1984207,110,730,400
2011,1527,BHOGDOI AT JORHAT ,ASSAM,19,27,24.5,5.4,7.3,6.1,6.4,7.6,7.1,75,157,127,0.7,3.6,2.3,0.1,0.16,0.12,0,910,547,300,15000,6033
2011,1531,*MORA BHARALI  AT TEZPUR,ASSAM,21,27,24.8,6.6,7.1,6.9,7,8.5,7.9,134,255,189,0.8,4.5,2.4,0.1,0.15,0.12,0,300,100,300,1500,967
2011,1423,BORAK AT PANCHAGRAM,ASSAM,15,16,15.7,7,7.3,7.2,6.8,7.5,7.2,85,156,127,0.8,3.7,2,0.1,0.12,0.11,0,300,200,300,910,637
2011,1528,BHARALU AT GUWAHATI,ASSAM,20,31,27.3,0,0,0,6.8,7.2,7.1,690,768,739,32,50,41.5,0.19,0.38,0.27,0,2000,970,1100,15000,8467
2011,1529,DEEPAR BILL,ASSAM,21,31.5,28.1,2.3,7.1,5.5,7.2,7.4,7.3,172,404,249,2,6.4,4.6,0.11,0.26,0.2,0,300,100,0,15000,5243
2011,2068,U/S OF KATHAKAL _MATIJURI,ASSAM,8.5,16,12.8,7.1,7.3,7.2,6.9,7.6,7.2,92,176,139,1.2,4,2.6,0.1,0.15,0.11,0,910,423,300,1500,1100
2011,1232,MAHI (D/S) CONF WITH R. CHAP (UNDER SAGWARA-SARHI RD. BDG.),RAJASTHAN,21,36.5,28.4,3.2,8.4,5.4,8.1,9.1,8.5,390,1310,581,0.6,2.1,1,0.08,1.7,0.85,3,7,4,7,28,16
2011,1863,MAHI AT UMETA BRIDGE,GUJARAT,25,25,25,7.8,7.8,7.8,8.3,8.3,8.3,517,517,517,1,1,1,0.36,0.36,0.36,4,4,4,21,21,21
2011,1864,MAHI AT MUJPUR,GUJARAT,18,28,23.2,7.2,8,7.8,7.6,8.5,7.8,387,878,578,2,3.1,2.5,0.22,0.4,0.34,3,4,4,11,14,13
2011,4,MAHI AT SEVALIA,GUJARAT,25,28,26.6,6.9,8.3,7.6,7.4,8.7,8.1,291,490,418,0.9,5,3.3,0,0.92,0.22,2,6,3,7,17,9
2011,5,MAHI AT VASAD,GUJARAT,25,25,25,8.8,8.8,8.8,8.3,8.3,8.3,561,561,561,2,2,2,0.38,0.38,0.38,3,3,3,9,9,9
2011,1229,MAHI NEAR RAJASTHAN BORDER AT KADANA DAM,GUJARAT,25,28,27.1,7.1,8.9,7.7,7.4,8.6,8.3,274,404,354,1.7,5,3.4,0,0.86,0.14,2,7,4,7,21,14
2011,1230,MAHI AFTER CONF. WITH ANAS AT PARDI (BANASWADA),GUJARAT,24,30,27.5,7,8.2,7.7,7.3,8.7,8.3,256,415,348,1.1,8,3.2,0,0.18,0.05,2,9,4,7,23,14
2011,1231,MAHI AT VIRPUR,GUJARAT,22,28,26,7,8.8,7.7,7.1,8.6,8.1,278,902,403,0.9,5,3.1,0,0.16,0.05,2,8,4,7,26,16
2011,2102,SHIVNA AT RAMGHAT_ MANDSAUR,MADHYA PRADESH,20,32,26.6,7.2,7.5,7.3,7.2,8.6,7.6,306,550,423,1.4,4,2.5,0.03,2.18,0.93,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,2103,JAMMER AT DHOLOWAD_ RATLAM,MADHYA PRADESH,25,32,28.7,5.4,7.6,7.1,7.2,8.1,7.6,112,440,312,1,3,2,0,1.8,0.72,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,2104,MALEI AT JAORA,MADHYA PRADESH,25,29,26.8,6.8,7.5,7.2,7.1,8.5,7.6,114,520,364,0.6,1.2,0.9,0,2.46,1.48,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,2105,CHILLAR AT SHAJAPUR,MADHYA PRADESH,24,30,27.4,6.4,7.5,7.1,7,7.8,7.5,302,490,426,1,3,2.1,0.04,4.56,0.99,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,1228,ANAS AT DAHOD_(KUSHALGARH)_ PANCHMAHAL,GUJARAT,26,28,27,6.9,7,7,8.4,8.6,8.5,433,903,668,5,5,5,0.09,0.26,0.17,4,4,4,17,17,17
2011,1227,PANAM AT LUNAWADA,GUJARAT,26,28,27,3,8,5.5,8.5,8.6,8.6,376,406,391,3,5,4,0,0.06,0.03,2,7,5,8,21,15
2011,1482,SABARMATI AT MAHUDI JAIN TEMPLE_ 150 KM. FROM ORIGIN,GUJARAT,22,22,22,7.1,7.1,7.1,8.1,8.1,8.1,506,506,506,4,4,4,0.47,0.47,0.47,90,90,90,430,430,430
2011,1222,SHEDHI AT KHEDA,GUJARAT,28,28,28,7.4,7.9,7.7,8.3,8.5,8.4,2060,3830,2945,2.9,32,17.5,0.18,0.36,0.27,6,7,7,20,40,30
2011,1241,NARMADA AT MANDLA NR RD BDG,MADHYA PRADESH,20,32,25.5,7.4,8.2,7.8,7.2,7.8,7.4,293,618,464,1.4,2.6,1.9,0.5,1.7,0.85,0,7,1,28,240,87
2011,44,NARMADA AT SETHANIGHAT ,MADHYA PRADESH,37,38,37.5,6.8,9.2,8.3,7.7,8.5,8.1,235,340,284,1.3,2.5,2,0.66,1.77,1.06,6,17,10,20,1600,732
2011,1240,NARMADA AT NARSINGHPUR ,MADHYA PRADESH,20,31,24,7.4,8.4,8,7.2,7.8,7.6,524,618,593,1.3,1.4,1.4,1,1.6,1.3,21802.47,19343208,1984207,11,64,38
2011,1234,NARMADA AT HOSHANGABAD U/S ,MADHYA PRADESH,37,37,37,7.4,9.9,8.6,7.9,8.2,8,250,260,255,0.9,1.8,1.3,0.57,1.37,0.98,4,4,4,18,1600,576
2011,2123,NARMADA AT KORIGHAT ,MADHYA PRADESH,37,37,37,7.1,8.8,7.9,7.6,8.5,8,236,300,269,1.2,2.1,1.8,0,1.4,0.9,6,11,8,140,1600,613
2011,1235,NARMADA AT HOSHANGABAD D/S ,MADHYA PRADESH,36,38,37,6.6,8.7,8,7.8,8.6,8.2,239,370,299,1.1,2.9,2.1,0,1.77,1.03,2,8,6,27,1600,631
2011,2106,RIVER NARMADA AT NEMAWAR,MADHYA PRADESH,18,32,25.2,6.2,7.6,7,7.1,8.4,7.5,221,470,336,0.8,3,1.8,0.06,0.96,0.48,21802.47,19343208,1984207,323807.8,28246860,3422466
2011,2099,NARMADA AT LALPUR_ JABALPUR,MADHYA PRADESH,14.7,35,23.4,7.2,8.1,7.6,7.2,7.8,7.5,217,651,355,0.8,2.8,1.6,0,1.7,0.75,21802.47,19343208,1984207,4,460,100
2011,1245,NARMADA AT CHANDOD,GUJARAT,25,29,26.4,6.9,8.2,7.6,7.1,8.4,7.9,222,404,274,1.1,5,2.3,0.07,0.34,0.18,0.6,14,5,4,34,16
2011,2100,GOUR AT BHOGA DOOR_ JABALPUR,MADHYA PRADESH,13.4,33,22.4,3.8,8.1,7.2,7.2,8.3,7.6,312,810,482,1.4,3.8,2.4,0.09,2,0.73,0,28,2,4,460,111
2011,2101,KATNI RIVER NEAR NAGAR NIGAM,MADHYA PRADESH,10.4,32,21.4,7.4,8.2,7.8,7.2,7.9,7.5,296,729,536,1.1,2.4,1.7,0,1.88,0.97,21802.47,19343208,1984207,25,240,82
2011,1313,TAPI AT AJNAND VILLAGE,MAHARASHTRA,27,41.5,34.4,4.9,6.9,6.1,7.1,8.7,7.7,172,992,536,2.6,8,5.3,0.25,4.33,2.42,9,26,16,22,84,41
2011,1251,TAPI AT BHUSAWAL US ,MAHARASHTRA,24,40,32,3.9,7,5.7,7,8.3,7.5,173,993,604,2.4,9,5.7,0.36,4.14,2.5,13,26,17,30,90,54
2011,1314,TAPI AT UPHAD VILLAGE,MAHARASHTRA,27,40,31.4,5.1,7.1,6.2,7.2,8.7,7.6,175,952,573,2.2,10,4.7,0.3,5.82,3.14,13,26,19,27,60,50
2011,46,TAPI AT UKAI_ SHERULA BRIDGE,GUJARAT,26,29,27.5,6.2,7.3,7,7.5,8,7.7,339,384,352,1.2,1.8,1.5,0,0.2,0.1,230,7500,2215,430,10000,3170
2011,1247,TAPI AT MANDAVI,GUJARAT,27,28,27.7,7.2,7.6,7.4,7.8,8.1,8,318,390,359,1.5,2.5,1.9,0.02,0.32,0.22,230,900,677,930,2100,1510
2011,47,TAPI AT KATHORE_ (NH-8 BRIDGE),GUJARAT,26,29,27.5,7,7.4,7.2,7.2,8,7.7,495,563,535,1.7,2.1,2,0.3,0.4,0.3,33,900,566,930,2800,1908
2011,1248,TAPI AT SURAT U/S KATHORE,GUJARAT,26,29,27.5,6.9,7.3,7.1,7.8,8.1,8,472,585,525,1.5,2.2,1.9,0.2,0.3,0.3,900,1500,1058,2100,4300,2775
2011,1982,TAPI AT RANDER BRIDGE_ SURAT,GUJARAT,27,27,27,6.8,7.1,7,7.8,7.9,7.9,621,697,659,1.2,2.6,1.9,0.09,0.45,0.27,900,1500,1200,2000,2300,2150
2011,1983,TAPI NR BARDOLI (KAPP BRIDGE) ,GUJARAT,27,31,29,5.5,6.7,6.1,7.8,7.9,7.9,339,364,352,2.1,2.7,2.4,0.17,0.28,0.23,400,4300,2350,2300,24000,13150
2011,2071,TAPI AT ONGC BRIDGE AT SURAT,GUJARAT,26,28,27.5,3.2,5.6,4.4,7.1,7.9,7.5,2417,41836,25418,2.5,9,4.9,0.1,0.4,0.2,430,9000,2815,1500,15000,5850
2011,1253,GIRNA AT MALEGAON (MANMAD),MAHARASHTRA,24,28,25.8,4.8,6.8,5.7,7.3,8.1,7.7,199,698,417,2.4,7,4.3,0,2.77,1.74,7,26,17,20,90,50
2011,1252,GIRNA AT JALGAON,MAHARASHTRA,24,39,32,5.1,7.3,6,7.2,8.8,7.7,155,1043,664,2.2,10,5.4,0.3,4.6,2.51,11,27,18,26,60,43
2011,2070,KIM AT SAHOL BRIDGE_ OLPAD HANSOT ROAD_ DIST. SURAT,GUJARAT,26,30,27.8,4.3,6.7,5.7,7.7,8.1,7.9,698,1190,830,1.8,3.4,2.6,0.1,0.5,0.3,900,4300,2250,4300,7500,5175
2011,1907,RANGAVALI D/S OF NAVAPUR,MAHARASHTRA,26.5,39,30.7,4,7.2,5.8,7.2,8.1,7.7,168,855,487,2,8,5.2,0.5,5.87,2.75,11,26,19,33,50,39
2011,2127,DENWA NEAR SARNI_ ROAD BRIDGE,MADHYA PRADESH,36,38,37.3,5.3,8.9,7.5,7.3,8.2,7.8,330,1040,521,1,3.6,2.2,0,12.9,3.4,12,12,12,30,1600,647
2011,2155,PURNA A/C MORNA_ NANDURA VILL.,MAHARASHTRA,20,25,21.9,2.7,6.4,5.2,6.5,8.4,7.8,537,1890,995,3.6,12,6.6,0.17,12.85,3.25,26,240,116,90,500,346
2011,2652,AMRAVATI D/S DONDAICHA_ DHULE,MAHARASHTRA,27,37,29.3,4.8,7.1,6.2,7.1,8.1,7.5,176,937,520,2.2,10,5,0.27,5.54,3.03,14,22,17,33,60,51
2011,2658,BORI D/S OF AMALNER_ JALGAON,MAHARASHTRA,26.5,36.5,31.4,5.4,7.2,6.4,7.2,8.4,7.6,174,890,507,2.2,8,4,0.25,3.82,2.47,17,22,20,40,150,68
2011,2659,BURAI BEFORE CONFLUECE TO TAPI_ MUKUDAS_ DHULE,MAHARASHTRA,24.5,39,28.4,4.7,7.2,6.2,7.1,8.1,7.6,163,921,510,2.6,8,4.8,0.33,5.43,3.51,17,40,26,30,70,53
2011,2666,GOMAI D/S OF SHAHADA_ DHULE,MAHARASHTRA,25.5,38,29.4,4.2,7.4,6.1,7.2,7.9,7.5,175,890,540,2,8,5.1,0.58,4.6,2.84,9,50,22,34,150,69
2011,2667,HIWARA D/S OF PACHORA_ JALGAON,MAHARASHTRA,27.4,35.4,31.1,5.4,7.4,6.5,7.1,8.5,7.6,175,988,561,2,8,3.7,0.29,3.7,2.28,12,110,35,22,350,96
2011,2674,MOR NEAR PADALSHE_ JALGAON,MAHARASHTRA,27.5,37,31.3,5,7.2,6.5,7.2,8.5,7.7,174,1016,579,2,7,3.8,0.33,4.2,2.54,17,70,29,30,190,69
2011,2675,MORNA AT D/S OF RAILWAY BRIDGE AT AKOLA.,MAHARASHTRA,22,22,22,4.3,6.1,5.2,7.1,8.6,7.9,541,1512,840,4,6.6,5.7,0,5.28,2.04,30,300,178,140,500,348
2011,2684,PANZARA NEAR PANZARAKAN SSK LTD_ PANZARA_DHULE,MAHARASHTRA,26,41,31.6,5.2,7.3,6.3,7.2,8.8,7.7,183,911,568,2,10,4.9,0.29,4.39,2.15,17,60,28,40,170,89
2011,2695,PEDHI  NEAR ROAD BRIDGE AT DADHI-PEDHI VILLAGE_ BHATKULI_ AMRAVATI,MAHARASHTRA,15,24,20.6,1.8,6.3,4.8,7.1,8.9,8.1,596,1880,1182,4,46,11,0.18,3.98,2.41,50,300,164,130,1600,528
2011,2710,TITUR D/S OF CHALISGAON_ JALGAON,MAHARASHTRA,27.5,36.5,31.4,5.2,7.3,6.5,7.1,8.5,7.8,174,828,482,2.4,10,4.3,0.25,3.81,1.96,11,27,19,30,60,46
2011,2718,WAGHUR  AT SAKEGAON B/C TAPI RIVER_ JALGAON,MAHARASHTRA,27.5,40,32,3.6,6.9,5.8,7.1,8.7,7.8,169,931,445,2.4,10,4.8,0.31,3.92,2.12,17,26,19,40,70,52
2011,1851,MAHANADI AT SIHAWA,CHHATTISGARH,25,33,28.5,7.3,9.3,8.2,7.7,7.8,7.7,143,590,296,0,7.6431,4.52,0.2,2.4,0.8,220,220,220,11,11,11
2011,1264,MAHANADI AT RUDRI U/S AT DHAMTORI RESERVOIR,CHHATTISGARH,25,33,28.8,7.3,8.5,7.8,7.4,7.8,7.6,140,614,347,0,7.6431,4.52,1,2.3,1.4,21802.47,19343208,1984207,33,300,101
2011,1099,MAHANADI AT U/S OF RAJIM,CHHATTISGARH,22,33,28.7,6.8,8.4,7.7,7.3,7.9,7.7,261,716,372,0,7.6431,4.52,1,2.5,1.4,21802.47,19343208,1984207,24,500,158
2011,1852,MAHANADI AT ARRANG_ RAIPUR,CHHATTISGARH,26,34,30.3,6.7,8.5,7.6,7.4,7.8,7.7,242,672,392,0,7.6431,4.52,1.3,2.3,1.6,350,350,350,33,40,37
2011,1100,MAHANADI AT KHARAD ,CHHATTISGARH,24,33,29,6.4,7.5,6.9,7.5,8.5,7.7,186,366,233,1.3,1.4,1.4,1.39,2.7,2.07,21802.47,19343208,1984207,12,20,15
2011,1282,MAHANADI AT SHEORINARAYAN VILLAGE,CHHATTISGARH,25,33,29,7.1,7.3,7.2,7.5,7.5,7.5,265,375,320,1.4,1.4,1.4,2.33,2.69,2.51,21802.47,19343208,1984207,17,18,18
2011,1467,MAHANADI A/C WITH RIVER MAND,CHHATTISGARH,24,33,28.4,6.7,8,7.1,7.5,8.5,8,90,284,213,1.1,1.3,1.2,1.3,1.68,1.48,21802.47,19343208,1984207,10,22,18
2011,1101,MAHANADI AT INTERSTATE BOUNDRY ,CHHATTISGARH,24,32,27.2,7.1,7.4,7.3,7.4,7.7,7.5,248,301,272,0.9,1.6,1.2,1.16,1.93,1.26,21802.47,19343208,1984207,43,240,127
2011,1281,MAHANADI AT HIRAKUD RESERVOIR,ORISSA,24,32,27.2,5.8,9.4,7.6,7.4,8.3,7.9,120,261,189,0.9,2,1.4,0.03,5.71,0.92,330,1500,1015,700,4300,1937
2011,1270,MAHANADI AT SAMBALPUR U/S,ORISSA,24,34,27,5.9,9.4,7.5,7.2,8.3,7.8,130,305,199,0.8,2.1,1.5,0.01,0.49,0.18,310,5400,1329,700,9200,2415
2011,1271,MAHANADI AT SAMBALPUR D/S,ORISSA,22,31,26.6,5.3,9.6,6.8,7.2,8.2,7.8,121,333,238,0.6,3.3,2.5,0.02,1.3,0.51,2100,92000,26925,4300,160000,45192
2011,2405,SAMBHALPUR FDS AT HUMA,ORISSA,20,30,25.9,6.3,9.1,7.5,7.5,8.4,8,139,272,186,1,2.9,1.9,0.01,0.68,0.22,140,13000,3184,700,26000,5181
2011,1272,MAHANADI D/S (AFTER CONFL. WITH R. ONG SONEPUR U/S),ORISSA,20,31,26.4,5.3,9.4,7.3,7.6,8.4,7.9,148,285,203,0.7,2.1,1.3,0.02,1.58,0.39,230,2100,819,630,4300,1616
2011,1274,MAHANADI A/C R.TEL (SONEPUR D/S),ORISSA,20,32,27,4.9,9.8,7.2,7.5,8.4,8,173,344,237,0.8,2.8,1.8,0.02,1.03,0.34,700,2800,1332,1100,9200,2625
2011,1275,MAHANADI AT TIKARPADA,ORISSA,22,31,27,5.6,9.3,7.3,7.1,8.4,8,122,261,188,0.8,2.4,1.5,0.06,0.47,0.19,460,4300,1578,580,8400,3293
2011,1276,MAHANADI AT NARSINGHPUR,ORISSA,18,33,25.9,6.3,9.3,7.8,7.7,8.4,8,153,256,202,0.6,1.8,1.3,0.14,3.58,0.66,220,1500,763,260,2800,1508
2011,1277,MAHANADI AT CUTTACK U/S,ORISSA,20,32,28.5,5.2,10.5,8.1,7.1,8.5,8,142,304,198,0.7,2.4,1.4,0.01,2.06,0.49,140,1400,475,140,1700,1023
2011,1278,MAHANADI AT CUTTACK D/S,ORISSA,21,34,29.8,6,8.4,7.4,7.5,8.4,8,141,295,197,1.8,3.6,2.4,0.06,3.3,0.59,1100,160000,25475,1100,160000,35583
2011,2409,CUTTACK FDS (SERUA) AT SANKHATRASA,ORISSA,19,32,27.3,5.7,9.9,7.5,7.4,8.4,8,143,364,210,1.3,3.3,2.2,0.06,2.11,0.48,310,7900,2846,310,13000,5018
2011,2406,MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY,ORISSA,20,32,27.7,5.9,9.5,7.6,7.4,8.4,8,142,255,202,1,2.9,1.4,0.1,0.74,0.35,78,2200,975,170,3500,1718
2011,2404,POWER CHANNEL D/S NEAR BURLA,ORISSA,24,34,27.3,5.1,8.2,6.7,7.6,8.4,7.9,126,244,184,1,2.3,1.7,0.02,4.38,0.69,80,940,412,80,1700,829
2011,2407,PARADEEP U/S (BEFORE INDUSTRIAL ACTIVITY AT PARADEEP),ORISSA,22,36,28.1,6.2,9.4,7.5,7.6,8.4,8,166,13190,2453,0.6,2.1,1.3,0.21,3.19,0.78,700,3100,1524,700,7000,3017
2011,1639,MAHANADI AT PARADEEPD/S,ORISSA,22,35,28.1,6,7.9,6.8,7.7,8.3,8,1275,39670,23242,0.7,3,2.1,0.25,3.87,1.4,80,13000,1893,80,54000,6148
2011,1107,SEONATH AT U/S RAJNANDGAON,CHHATTISGARH,18,31,22.8,7.2,8.1,7.5,7.4,7.6,7.5,309,332,320,1.1,2.1,1.5,0.38,0.62,0.49,270,270,270,120,2400,658
2011,1845,SEONATH RIVER WATER SUPPLY WELL_ DURG.,CHHATTISGARH,21,31,24.3,7.3,7.7,7.5,7.3,7.5,7.4,321,338,329,1.4,1.9,1.6,0.4,0.4,0.4,21802.47,19343208,1984207,210,2400,828
2011,1266,SEONATH AT SHIMGA A/C  KHAROON,CHHATTISGARH,25,30,28.8,7.4,7.8,7.6,7.2,7.9,7.6,228,674,389,0,7.6431,4.52,0.2,2.2,1.2,21802.47,19343208,1984207,11,300,106
2011,1265,KHAROON AT RAIPUR U/S,CHHATTISGARH,24,34,29.5,7.2,8.7,8.1,7.7,7.8,7.7,240,610,344,0,7.6431,4.52,1.1,2.2,1.4,21802.47,19343208,1984207,30,240,85
2011,1847,KHAROON RIVER B/C KHAPRI DRAIN_ DURG_ RAIPUR ROAD BRIDGE,CHHATTISGARH,21,30,24,7.3,7.9,7.6,7.4,7.6,7.5,318,339,330,1.4,1.9,1.6,0.3,0.5,0.5,21802.47,19343208,1984207,210,2400,820
2011,1846,KHAROON RIVER A/C KHAPRI DRAIN,CHHATTISGARH,21,30,23.8,7.1,7.8,7.5,7.5,7.6,7.5,325,347,336,1.6,2.2,1.9,0.5,0.6,0.6,21802.47,19343208,1984207,240,2400,995
2011,1853,KHAROON RIVER BUNDRI_ RAIPUR,CHHATTISGARH,24,34,29.5,7.1,8.5,7.7,7.8,7.9,7.8,196,632,333,0,7.6431,4.52,1.2,2.1,1.5,240,240,240,27,50,41
2011,1105,HASDEO AT U/S KORBA,CHHATTISGARH,25.1,27,26.3,5.5,6.9,6.4,7.1,7.2,7.1,265.629,1055.3,572.7,0.9,2.3,1.4,1.05,1.57,1.31,21802.47,19343208,1984207,70,230,122
2011,1106,HASDEO AT U/S OF CHAMPA,CHHATTISGARH,24,34,28.9,6.3,7.5,6.9,7.5,8.5,7.9,176,274,236,1.4,1.8,1.6,1.39,2.05,1.73,21802.47,19343208,1984207,7,23,16
